location_name,site_name,discounting_factor
location_7,site_22,0.0
location_7,site_23,0.0
location_7,site_24,0.0
location_8,site_0,0.11626406801537122
location_8,site_1,0.0
location_8,site_2,0.0
location_8,site_3,0.0
location_8,site_4,0.0
location_8,site_5,0.0
location_8,site_6,0.0
location_8,site_7,0.0
location_8,site_8,0.0
location_8,site_9,0.0
location_8,site_10,0.0
location_8,site_11,0.0
location_8,site_12,0.0
location_8,site_13,0.21804962696917704
location_8,site_14,0.0
location_8,site_15,0.0
location_8,site_16,0.0
location_8,site_17,0.0
location_8,site_18,0.0
location_8,site_19,0.0
location_8,site_20,0.0
location_8,site_21,0.0
location_8,site_22,0.0
location_8,site_23,0.0
location_8,site_24,0.0
location_9,site_0,0.0
location_9,site_1,0.0
location_9,site_2,0.0
location_9,site_3,1.0
location_9,site_4,0.0
location_9,site_5,0.0
location_9,site_6,0.0
location_9,site_7,0.0
location_9,site_8,0.2627942296107326
location_9,site_9,0.0
location_9,site_10,0.0
location_9,site_11,0.0
location_9,site_12,0.0
location_9,site_13,0.0
location_9,site_14,0.0
location_9,site_15,0.0
location_9,site_16,0.0
location_9,site_17,0.0
location_9,site_18,0.056158185993839545
location_9,site_19,0.0
location_9,site_20,0.0
location_9,site_21,0.0
location_9,site_22,0.0
location_9,site_23,1.0
location_9,site_24,1.0
location_10,site_0,0.0
location_10,site_1,0.18178558247823415
location_10,site_2,0.0
location_10,site_3,0.0
location_10,site_4,1.0
location_10,site_5,0.0
location_10,site_6,0.7185437184015263
location_10,site_7,0.0
location_10,site_8,0.12930972939377172
location_10,site_9,0.0
location_10,site_10,0.0
location_10,site_11,0.0
location_10,site_12,0.0
location_10,site_13,0.0
location_10,site_14,0.0
location_10,site_15,0.0
location_10,site_16,0.0
location_10,site_17,0.0
location_10,site_18,0.4312674198260282
location_10,site_19,0.0
location_10,site_20,0.0
location_10,site_21,0.0
location_10,site_22,0.17314531199872032
location_10,site_23,0.0
location_10,site_24,0.3404285524610186
location_11,site_0,0.0
location_11,site_1,0.0
location_11,site_2,0.0
location_11,site_3,0.0
location_11,site_4,0.0
location_11,site_5,0.0
location_11,site_6,0.0
location_11,site_7,0.029534913803571653
location_11,site_8,0.0
location_11,site_9,0.0
location_11,site_10,0.0
location_11,site_11,0.2895918459084823
location_11,site_12,0.0
location_11,site_13,0.0
location_11,site_14,0.0
location_11,site_15,0.0
location_11,site_16,0.0
location_11,site_17,0.0
location_11,site_18,0.0
location_11,site_19,0.0
location_11,site_20,0.0
location_11,site_21,0.0
location_11,site_22,0.0
location_11,site_23,0.0
location_11,site_24,0.0
location_12,site_0,0.0
location_12,site_1,0.0
location_12,site_2,0.0
location_12,site_3,0.48631972042303007
location_12,site_4,0.7804421002217385
location_12,site_5,0.0
location_12,site_6,0.32054980997780064
location_12,site_7,0.0
location_12,site_8,0.6250669945053742
location_12,site_9,0.03225673744256197
location_12,site_10,0.0
location_12,site_11,0.0
location_12,site_12,0.0
location_12,site_13,0.0
location_12,site_14,0.0
location_12,site_15,0.0
location_12,site_16,0.0
location_12,site_17,0.0
location_12,site_18,0.8114247888811836
location_12,site_19,0.0
location_12,site_20,0.0
location_12,site_21,0.0
location_12,site_22,0.0
location_12,site_23,0.4235764436268522
location_12,site_24,0.7103927971998739
location_13,site_0,0.0
location_13,site_1,0.0
location_13,site_2,0.0
location_13,site_3,0.0
location_13,site_4,0.0
location_13,site_5,0.0
location_13,site_6,0.0
location_13,site_7,0.0
location_13,site_8,0.8865046708068265
location_13,site_9,0.9288851193564303
location_13,site_10,0.0
location_13,site_11,0.0
location_13,site_12,0.0
location_13,site_13,0.0
location_13,site_14,0.0
location_13,site_15,0.0
location_13,site_16,0.0
location_13,site_17,0.0
location_13,site_18,1.0
location_13,site_19,0.0
location_13,site_20,0.6722726133711175
location_13,site_21,0.0
location_13,site_22,0.0
location_13,site_23,0.0
location_13,site_24,0.0
location_14,site_0,0.23177473718940053
location_14,site_1,0.0
location_14,site_2,0.0
location_14,site_3,0.0
location_14,site_4,0.0
location_14,site_5,0.0
location_14,site_6,0.0
location_14,site_7,0.0
location_14,site_8,0.0
location_14,site_9,0.0
location_14,site_10,0.0
location_14,site_11,0.0
location_14,site_12,0.12009886374089591
location_14,site_13,0.31996527259676183
location_14,site_14,0.0
location_14,site_15,0.5960867042975008
location_14,site_16,0.9459270727497722
location_14,site_17,0.0
location_14,site_18,0.0
location_14,site_19,0.0
location_14,site_20,0.0
location_14,site_21,0.6661397831146985
location_14,site_22,0.0
location_14,site_23,0.0
location_14,site_24,0.0
location_15,site_0,0.0
location_15,site_1,0.0
location_15,site_2,0.0
location_15,site_3,0.0
location_15,site_4,0.0
location_15,site_5,0.0
location_15,site_6,0.14221039226964993
location_15,site_7,0.0
location_15,site_8,0.7616164633405957
location_15,site_9,1.0
location_15,site_10,0.0
location_15,site_11,0.0
location_15,site_12,0.0
location_15,site_13,0.0
location_15,site_14,0.0
location_15,site_15,0.0
location_15,site_16,0.0
location_15,site_17,0.0
location_15,site_18,1.0
location_15,site_19,0.0
location_15,site_20,0.8519788881217508
location_15,site_21,0.0
location_15,site_22,0.0
location_15,site_23,0.0
location_15,site_24,0.0
location_16,site_0,0.0
location_16,site_1,0.0
location_16,site_2,0.0
location_16,site_3,0.0
location_16,site_4,0.652623416335393
location_16,site_5,0.0
location_16,site_6,1.0
location_16,site_7,0.0
location_16,site_8,0.0
location_16,site_9,0.2371853193983581
location_16,site_10,0.0
location_16,site_11,0.0
location_16,site_12,0.0
location_16,site_13,0.0
location_16,site_14,0.0
location_16,site_15,0.0
location_16,site_16,0.0
location_16,site_17,0.0
location_16,site_18,0.35484397333223594
location_16,site_19,0.0
location_16,site_20,0.3672523557304057
location_16,site_21,0.0
location_16,site_22,0.4987267750524094
location_16,site_23,0.0
location_16,site_24,0.0
location_17,site_0,0.0805947879934768
location_17,site_1,0.0
location_17,site_2,0.0
location_17,site_3,0.0
location_17,site_4,0.0
location_17,site_5,0.0
location_17,site_6,0.0
location_17,site_7,0.0
location_17,site_8,0.0
location_17,site_9,0.0
location_17,site_10,0.0
location_17,site_11,0.0
location_17,site_12,0.0
location_17,site_13,0.14760137059486284
location_17,site_14,0.0
location_17,site_15,0.0
location_17,site_16,0.0
location_17,site_17,0.0
location_17,site_18,0.0
location_17,site_19,0.0
location_17,site_20,0.0
location_17,site_21,0.0
location_17,site_22,0.0
location_17,site_23,0.0
location_17,site_24,0.0
location_18,site_0,0.0
location_18,site_1,0.0
location_18,site_2,0.0
location_18,site_3,0.0
location_18,site_4,0.0
location_18,site_5,1.0
location_18,site_6,0.0
location_18,site_7,0.0
location_18,site_8,0.0
location_18,site_9,0.0
location_18,site_10,0.0
location_18,site_11,0.0
location_18,site_12,0.0
location_18,site_13,0.0
location_18,site_14,0.0
location_18,site_15,0.0
location_18,site_16,0.0
location_18,site_17,0.6751424816117423
location_18,site_18,0.0
location_18,site_19,0.0
location_18,site_20,0.0
location_18,site_21,0.0
location_18,site_22,0.0
location_18,site_23,0.0
location_18,site_24,0.0
location_19,site_0,0.0
location_19,site_1,0.0
location_19,site_2,0.0
location_19,site_3,0.0
location_19,site_4,0.0
location_19,site_5,1.0
location_19,site_6,0.0
location_19,site_7,0.1792654550470205
location_19,site_8,0.0
location_19,site_9,0.0
location_19,site_10,0.0
location_19,site_11,0.20736784062174
location_19,site_12,0.0
location_19,site_13,0.0
location_19,site_14,0.0
location_19,site_15,0.0
location_19,site_16,0.0
location_19,site_17,0.9127339671075461
location_19,site_18,0.0
location_19,site_19,0.0
location_19,site_20,0.0
location_19,site_21,0.0
location_19,site_22,0.0
location_19,site_23,0.0
location_19,site_24,0.0
location_20,site_0,0.0
location_20,site_1,0.21280031531255103
location_20,site_2,0.0
location_20,site_3,0.0
location_20,site_4,0.0
location_20,site_5,0.0
location_20,site_6,0.0
location_20,site_7,0.0
location_20,site_8,0.0
location_20,site_9,0.0
location_20,site_10,1.0
location_20,site_11,0.0
location_20,site_12,0.0
location_20,site_13,0.0
location_20,site_14,0.5455853167462115
location_20,site_15,0.0
location_20,site_16,0.0
location_20,site_17,0.0
location_20,site_18,0.0
location_20,site_19,0.4563629769496215
location_20,site_20,0.0
location_20,site_21,0.756934214044978
location_20,site_22,0.0
location_20,site_23,0.0
location_20,site_24,0.0
location_21,site_0,0.0
location_21,site_1,0.8348424919174348
location_21,site_2,0.0
location_21,site_3,0.0
location_21,site_4,0.9851312886369241
location_21,site_5,0.0
location_21,site_6,0.1510735911099828
location_21,site_7,0.0
location_21,site_8,0.0
location_21,site_9,0.0
location_21,site_10,0.0
location_21,site_11,0.0
location_21,site_12,0.0
location_21,site_13,0.0
location_21,site_14,0.0
location_21,site_15,0.0
location_21,site_16,0.0
location_21,site_17,0.0
location_21,site_18,0.0
location_21,site_19,0.0
location_21,site_20,0.0
location_21,site_21,0.0
location_21,site_22,0.0
location_21,site_23,0.0
location_21,site_24,0.35426328486185393
location_22,site_0,0.0
location_22,site_1,0.0
location_22,site_2,0.0
location_22,site_3,0.0
location_22,site_4,0.0
location_22,site_5,0.0
location_22,site_6,0.0
location_22,site_7,0.0
location_22,site_8,0.0
location_22,site_9,0.0
location_22,site_10,0.09454117474389097
location_22,site_11,0.0
location_22,site_12,0.0
location_22,site_13,0.0
location_22,site_14,0.7174350737731947
location_22,site_15,0.0
location_22,site_16,0.0
location_22,site_17,0.0
location_22,site_18,0.0
location_22,site_19,0.8927083058809164
location_22,site_20,0.0
location_22,site_21,0.40765695124673074
location_22,site_22,0.0
location_22,site_23,0.0
location_22,site_24,0.0
location_23,site_0,0.0
location_23,site_1,0.0
location_23,site_2,0.0
location_23,site_3,0.0
location_23,site_4,0.0
location_23,site_5,0.47309007324955415
location_23,site_6,0.032835499973139504
location_23,site_7,0.0
location_23,site_8,0.0
location_23,site_9,0.86542307746062
location_23,site_10,0.0
location_23,site_11,0.0
location_23,site_12,0.0
location_23,site_13,0.0
location_23,site_14,0.0
location_23,site_15,0.0
location_23,site_16,0.0
location_23,site_17,0.0
location_23,site_18,0.0550753626845732
location_23,site_19,0.0
location_23,site_20,1.0
location_23,site_21,0.0
location_23,site_22,0.0
location_23,site_23,0.0
location_23,site_24,0.0
location_24,site_0,1.0
location_24,site_1,0.0
location_24,site_2,0.9528452614447511
location_24,site_3,0.0
location_24,site_4,0.0
location_24,site_5,0.0
location_24,site_6,0.0
location_24,site_7,0.2895521334384206
location_24,site_8,0.0
location_24,site_9,0.0
location_24,site_10,0.0
location_24,site_11,0.0
location_24,site_12,1.0
location_24,site_13,0.869159689124887
location_24,site_14,0.0
location_24,site_15,0.9239571445027408
location_24,site_16,0.6762883315252558
location_24,site_17,0.0
location_24,site_18,0.0
location_24,site_19,0.0
location_24,site_20,0.0
location_24,site_21,0.0
location_24,site_22,0.162357405379841
location_24,site_23,0.0
location_24,site_24,0.0
location_25,site_0,0.0
location_25,site_1,0.2778844229677903
location_25,site_2,0.0
location_25,site_3,0.0
location_25,site_4,0.0
location_25,site_5,0.0
location_25,site_6,0.0
location_25,site_7,0.0
location_25,site_8,0.0
location_25,site_9,0.0
location_25,site_10,1.0
location_25,site_11,0.0
location_25,site_12,0.0
location_25,site_13,0.0
location_25,site_14,0.7622432577300678
location_25,site_15,0.0
location_25,site_16,0.0
location_25,site_17,0.0
location_25,site_18,0.0
location_25,site_19,0.6213962816398204
location_25,site_20,0.0
location_25,site_21,0.4490327795209973
location_25,site_22,0.0
location_25,site_23,0.0
location_25,site_24,0.0
location_26,site_0,0.0
location_26,site_1,0.0
location_26,site_2,0.0
location_26,site_3,0.0
location_26,site_4,0.0
location_26,site_5,0.0
location_26,site_6,0.0
location_26,site_7,0.0
location_26,site_8,0.20591668229307278
location_26,site_9,1.0
location_26,site_10,0.0
location_26,site_11,0.0
location_26,site_12,0.0
location_26,site_13,0.0
location_26,site_14,0.0
location_26,site_15,0.0
location_26,site_16,0.0
location_26,site_17,0.0
location_26,site_18,0.4248753485883371
location_26,site_19,0.0
location_26,site_20,1.0
location_26,site_21,0.0
location_26,site_22,0.0
location_26,site_23,0.0
location_26,site_24,0.0
location_27,site_0,0.5769183950120387
location_27,site_1,0.0
location_27,site_2,0.7390023791091974
location_27,site_3,0.0
location_27,site_4,0.0
location_27,site_5,0.0
location_27,site_6,0.0
location_27,site_7,0.712620647312042
location_27,site_8,0.0
location_27,site_9,0.0
location_27,site_10,0.0
location_27,site_11,0.7074570833266183
location_27,site_12,0.19473219096955183
location_27,site_13,0.46942809732582846
location_27,site_14,0.0
location_27,site_15,0.0
location_27,site_16,0.0
location_27,site_17,0.0
location_27,site_18,0.0
location_27,site_19,0.0
location_27,site_20,0.0
location_27,site_21,0.0
location_27,site_22,0.0
location_27,site_23,0.0
location_27,site_24,0.0
location_28,site_0,0.0
location_28,site_1,0.0
location_28,site_2,0.0
location_28,site_3,0.0
location_28,site_4,0.0
location_28,site_5,0.5996118017216394
location_28,site_6,0.0
location_28,site_7,0.0
location_28,site_8,0.0
location_28,site_9,0.0
location_28,site_10,0.0
location_28,site_11,0.0
location_28,site_12,0.0
location_28,site_13,0.0
location_28,site_14,0.0
location_28,site_15,0.0
location_28,site_16,0.0
location_28,site_17,0.4400678708599332
location_28,site_18,0.0
location_28,site_19,0.0
location_28,site_20,0.0
location_28,site_21,0.0
location_28,site_22,0.0
location_28,site_23,0.0
location_28,site_24,0.0
location_29,site_0,0.0
location_29,site_1,0.034878368202921894
location_29,site_2,0.0
location_29,site_3,0.0
location_29,site_4,0.26539141054148274
location_29,site_5,0.0
location_29,site_6,0.5538687437878947
location_29,site_7,0.0
location_29,site_8,0.0
location_29,site_9,0.0
location_29,site_10,0.11603456629911581
location_29,site_11,0.0
location_29,site_12,0.4352274397867987
location_29,site_13,0.0
location_29,site_14,0.0
location_29,site_15,0.3287646646797242
location_29,site_16,0.03935830641801641
location_29,site_17,0.0
location_29,site_18,0.0
location_29,site_19,0.0
location_29,site_20,0.0
location_29,site_21,0.0
location_29,site_22,1.0
location_29,site_23,0.0
location_29,site_24,0.0
location_30,site_0,0.0
location_30,site_1,0.0
location_30,site_2,0.0
location_30,site_3,0.0
location_30,site_4,0.0
location_30,site_5,0.8845305988136749
location_30,site_6,0.0
location_30,site_7,0.45601747115462005
location_30,site_8,0.0
location_30,site_9,0.0
location_30,site_10,0.0
location_30,site_11,0.36893285832623623
location_30,site_12,0.0
location_30,site_13,0.0
location_30,site_14,0.0
location_30,site_15,0.0
location_30,site_16,0.0
location_30,site_17,1.0
location_30,site_18,0.0
location_30,site_19,0.0
location_30,site_20,0.0
location_30,site_21,0.0
location_30,site_22,0.0
location_30,site_23,0.0
location_30,site_24,0.0
location_31,site_0,0.19436803651029486
location_31,site_1,0.0
location_31,site_2,0.08177203486366302
location_31,site_3,0.0
location_31,site_4,0.0
location_31,site_5,0.0
location_31,site_6,0.0
location_31,site_7,0.11679039817941995
location_31,site_8,0.0
location_31,site_9,0.0
location_31,site_10,0.0
location_31,site_11,0.26336537625783835
location_31,site_12,0.0
location_31,site_13,0.19486212173462555
location_31,site_14,0.0
location_31,site_15,0.0
location_31,site_16,0.0
location_31,site_17,0.0
location_31,site_18,0.0
location_31,site_19,0.0
location_31,site_20,0.0
location_31,site_21,0.0
location_31,site_22,0.0
location_31,site_23,0.0
location_31,site_24,0.0
location_32,site_0,0.5737970737008263
location_32,site_1,0.0
location_32,site_2,0.5462546750629553
location_32,site_3,0.0
location_32,site_4,0.0
location_32,site_5,0.0
location_32,site_6,0.0
location_32,site_7,0.0
location_32,site_8,0.0
location_32,site_9,0.0
location_32,site_10,0.0
location_32,site_11,0.0
location_32,site_12,1.0
location_32,site_13,0.42703930991472855
location_32,site_14,0.0
location_32,site_15,1.0
location_32,site_16,0.785604358290198
location_32,site_17,0.0
location_32,site_18,0.0
location_32,site_19,0.0
location_32,site_20,0.0
location_32,site_21,0.06078469366440715
location_32,site_22,0.6261712436337066
location_32,site_23,0.0
location_32,site_24,0.0
location_33,site_0,0.0
location_33,site_1,0.0
location_33,site_2,0.0
location_33,site_3,0.0
location_33,site_4,0.0
location_33,site_5,0.0
location_33,site_6,0.0
location_33,site_7,0.0
location_33,site_8,0.0
location_33,site_9,0.0
location_33,site_10,0.0
location_33,site_11,0.04967232667881572
location_33,site_12,0.0
location_33,site_13,0.0
location_33,site_14,0.0
location_33,site_15,0.0
location_33,site_16,0.0
location_33,site_17,0.0
location_33,site_18,0.0
location_33,site_19,0.0
location_33,site_20,0.0
location_33,site_21,0.0
location_33,site_22,0.0
location_33,site_23,0.0
location_33,site_24,0.0
location_34,site_0,0.0
location_34,site_1,0.0
location_34,site_2,0.0
location_34,site_3,0.0
location_34,site_4,0.0
location_34,site_5,0.9608587148044998
location_34,site_6,0.0
location_34,site_7,0.0
location_34,site_8,0.0
location_34,site_9,0.3453685727915149
location_34,site_10,0.0
location_34,site_11,0.0
location_34,site_12,0.0
location_34,site_13,0.0
location_34,site_14,0.0
location_34,site_15,0.0
location_34,site_16,0.0
location_34,site_17,0.14118284971395695
location_34,site_18,0.0
location_34,site_19,0.0
location_34,site_20,0.5392671048238699
location_34,site_21,0.0
location_34,site_22,0.0
location_34,site_23,0.0
location_34,site_24,0.0
location_35,site_0,0.0
location_35,site_1,0.0
location_35,site_2,0.0
location_35,site_3,0.0
location_35,site_4,0.47979594259080593
location_35,site_5,0.0
location_35,site_6,1.0
location_35,site_7,0.0
location_35,site_8,0.0
location_35,site_9,0.0
location_35,site_10,0.0
location_35,site_11,0.0
location_35,site_12,0.0
location_35,site_13,0.0
location_35,site_14,0.0
location_35,site_15,0.0
location_35,site_16,0.0
location_35,site_17,0.0
location_35,site_18,0.011172395208736143
location_35,site_19,0.0
location_35,site_20,0.17818516842889268
location_35,site_21,0.0
location_35,site_22,0.8009497306328631
location_35,site_23,0.0
location_35,site_24,0.0
location_36,site_0,1.0
location_36,site_1,0.0
location_36,site_2,0.7606675724626059
location_36,site_3,0.0
location_36,site_4,0.0
location_36,site_5,0.0
location_36,site_6,0.0
location_36,site_7,0.23242388935928285
location_36,site_8,0.0
location_36,site_9,0.0
location_36,site_10,0.0
location_36,site_11,0.04594597394901646
location_36,site_12,0.6881085665163076
location_36,site_13,1.0
location_36,site_14,0.0
location_36,site_15,0.6053426980905162
location_36,site_16,0.5206665636022481
location_36,site_17,0.0
location_36,site_18,0.0
location_36,site_19,0.0
location_36,site_20,0.0
location_36,site_21,0.0
location_36,site_22,0.0
location_36,site_23,0.0
location_36,site_24,0.0
location_37,site_0,0.0
location_37,site_1,0.0
location_37,site_2,0.0
location_37,site_3,0.0
location_37,site_4,0.0
location_37,site_5,0.0
location_37,site_6,0.0
location_37,site_7,0.0
location_37,site_8,0.0
location_37,site_9,0.0
location_37,site_10,0.563477714295984
location_37,site_11,0.0
location_37,site_12,0.0
location_37,site_13,0.0
location_37,site_14,1.0
location_37,site_15,0.0
location_37,site_16,0.0
location_37,site_17,0.0
location_37,site_18,0.0
location_37,site_19,1.0
location_37,site_20,0.0
location_37,site_21,0.22619785768653147
location_37,site_22,0.0
location_37,site_23,0.0
location_37,site_24,0.0
location_38,site_0,0.0
location_38,site_1,0.0
location_38,site_2,0.0
location_38,site_3,0.0
location_38,site_4,0.0
location_38,site_5,1.0
location_38,site_6,0.0
location_38,site_7,0.0
location_38,site_8,0.0
location_38,site_9,0.0
location_38,site_10,0.0
location_38,site_11,0.0
location_38,site_12,0.0
location_38,site_13,0.0
location_38,site_14,0.0
location_38,site_15,0.0
location_38,site_16,0.0
location_38,site_17,0.4885642586368375
location_38,site_18,0.0
location_38,site_19,0.0
location_38,site_20,0.0
location_38,site_21,0.0
location_38,site_22,0.0
location_38,site_23,0.0
location_38,site_24,0.0
location_39,site_0,1.0
location_39,site_1,0.0
location_39,site_2,0.9811238014032848
location_39,site_3,0.0
location_39,site_4,0.0
location_39,site_5,0.0
location_39,site_6,0.0
location_39,site_7,0.34240104604936444
location_39,site_8,0.0
location_39,site_9,0.0
location_39,site_10,0.0
location_39,site_11,0.07578091467381504
location_39,site_12,1.0
location_39,site_13,0.951755925470151
location_39,site_14,0.0
location_39,site_15,0.8154105794493741
location_39,site_16,0.6084897001694239
location_39,site_17,0.0
location_39,site_18,0.0
location_39,site_19,0.0
location_39,site_20,0.0
location_39,site_21,0.0
location_39,site_22,0.0323692972552686
location_39,site_23,0.0
location_39,site_24,0.0
location_40,site_0,0.0
location_40,site_1,0.0
location_40,site_2,0.0
location_40,site_3,0.0
location_40,site_4,0.0
location_40,site_5,0.0
location_40,site_6,0.0
location_40,site_7,0.0
location_40,site_8,0.0
location_40,site_9,0.0
location_40,site_10,0.21375164131413857
location_40,site_11,0.0
location_40,site_12,0.0
location_40,site_13,0.0
location_40,site_14,0.10975806974936138
location_40,site_15,0.0
location_40,site_16,0.27220675681011597
location_40,site_17,0.0
location_40,site_18,0.0
location_40,site_19,0.21221232469520016
location_40,site_20,0.0
location_40,site_21,0.9341903454812124
location_40,site_22,0.0
location_40,site_23,0.0
location_40,site_24,0.0
location_41,site_0,0.0
location_41,site_1,0.0
location_41,site_2,0.0
location_41,site_3,0.3946482795147705
location_41,site_4,0.6188091516046873
location_41,site_5,0.0
location_41,site_6,0.3768754857157009
location_41,site_7,0.0
location_41,site_8,0.7883541813630822
location_41,site_9,0.3003878787994163
location_41,site_10,0.0
location_41,site_11,0.0
location_41,site_12,0.0
location_41,site_13,0.0
location_41,site_14,0.0
location_41,site_15,0.0
location_41,site_16,0.0
location_41,site_17,0.0
location_41,site_18,1.0
location_41,site_19,0.0
location_41,site_20,0.20887849900007252
location_41,site_21,0.0
location_41,site_22,0.0
location_41,site_23,0.29927263816155336
location_41,site_24,0.4986068452596035
location_42,site_0,0.0
location_42,site_1,0.0
location_42,site_2,0.07494823916781634
location_42,site_3,0.0
location_42,site_4,0.28620903783251733
location_42,site_5,0.0
location_42,site_6,0.8820844152385627
location_42,site_7,0.0
location_42,site_8,0.0
location_42,site_9,0.0
location_42,site_10,0.0
location_42,site_11,0.0
location_42,site_12,0.3897698989321187
location_42,site_13,0.0
location_42,site_14,0.0
location_42,site_15,0.12219977457611027
location_42,site_16,0.0
location_42,site_17,0.0
location_42,site_18,0.0
location_42,site_19,0.0
location_42,site_20,0.0
location_42,site_21,0.0
location_42,site_22,1.0
location_42,site_23,0.0
location_42,site_24,0.0
location_43,site_0,0.0
location_43,site_1,0.0
location_43,site_2,0.0
location_43,site_3,0.0
location_43,site_4,0.43300263330219335
location_43,site_5,0.0
location_43,site_6,0.9276965273550578
location_43,site_7,0.0
location_43,site_8,0.0
location_43,site_9,0.0
location_43,site_10,0.0
location_43,site_11,0.0
