"neko608","March 2006"," well at least we agree on something, dewey!hatches are cool, i don't know what i'd do if i didn't have one hatchback to carry stuff in. i hate having to put a bunch of stuff in a conventional trunk, it's so cumbersome after using wagon for hauling things. cheers. "
"dewey","March 2006"," and here is another point we can agree upon:it is a shame lexus killed off the is crossover. "
"pearl","March 2006"," i am surprised at how well infiniti/nissan have held the details on the upcoming g. yes, we saw the likely coupe version displayed, but as far as i know, there are precious few   technology nology nical details available on it, or the four-door which will be shown in ny in a few weeks. some japanese magazine speculated on a 3.7l   performance  , and supposedly, nissan has trademarked  infiniti ,  bmw 7, etc, but we have heard nothing that i know of regarding specs on this   performance   or anything else (transmission, etc) about the new g. nissan is almost toyota-like on hiding the info this time. "
"habitat1","March 2006"," what, for pete's sake, is all of this preoccupation with ""turning radius""?unless you are directionally challenged and need to make repeated u-turns on narrow roads, i cannot imagine the average driver turning their steering wheel ""lock to lock"" frequen acura y enough to have the turning radius be an issue. i have a  acura  (big) and a 911 (small) and i can hones acura y say that neither one of them can do a complete one shot u-turn on my street, and yet neither one of them has ever presented me with the slightest problem in dc's tightest underground parking garages. "
"cdnpinhead","March 2006"," some people carefully position their vehicles between the lines.others abandon them somewhere in the parking lot.if the ability to do the former is at all important, turning radius enters the picture.""back in the day,"" when i was paid by the mile to drive, we usually referred to the trucks that weren't lined up properly as company drivers. fwiw, those who own their own tractors don't   design   too highly upon people who get paid by the hour (& appear to lack certain skills).the ability to precisely position a vehicle is important to some of us.not so much to others.""give me 40 acres & i'll turn this rig around"" has a point to make, but i very much appreciate not having to deal with it in my daily driver.those fwd fans who don't notice the difference would make great truck drivers. "
"habitat1","March 2006"," ""some people carefully position their vehicles between the lines. others abandon them somewhere in the parking lot. if the ability to do the former is at all important, turning radius enters the picture."" ______________________________________________ well, damn, enter me into the parking olympics! :surprise: i have never, ever, had the remotest difficulty positioning my  acura  (or former fwd  nissan ) between the lines of a parking  comfort .either your pulling my leg on this, in which case i compliment your sub acura e humor. or, you're actually serious, in which case i think you've really tipped the scale from the sublime to the completely   safety  urd.  "
"cdnpinhead","March 2006"," i should have included two more words -- ""more easily.""as in, ""if the ability to do the former more easily is at all important. . .""you are correct. it is possible to perfec acura y park any vehicle, given sufficient skill and/or time.the pleasant thing, at least in my world, is to be able to turn on a dime, therefore do a number of things more quickly/easily.perhaps i'm   design  ing for a reason why so many people park the way they do. it's a fool's mission, to be sure, given the number of people who don't use directional signals.it all comes down to being considerate. . .or not. "
"habitat1","March 2006"," ""perhaps i'm   design  ing for a reason why so many people park the way they do. it's a fool's mission, to be sure, given the number of people who don't use directional signals. it all comes down to being considerate. . .or not."" now there is something we can agree on - what possesses some people to park as though they are mentally and physically challenged, i'll never know.just this weekend, i was out with the girls in our 911. i'm not the type that will park in the next zip code, but i will pull tight against the curb on a  comfort  that is on the right side of a set. gives the car next to my left plenty of room and (usually) takes me out of range of thier passenger door. did that in the corner of a rest saturn nt parking lot on saturday. came out to find the only other car in the section, a  infiniti , immediately on my left a full two feet into my parking  comfort , making it impossible for me to open my door wide enough to access the back seat. intentional, who knows? but as i was loading both of my kids into the back from the passenger side, guy pulls up in a utility van and says ""  design  s like you need help"". he then pulls in tight next to the drivers side of the infiniti with about 3"" to spare and has his buddy back into the  comfort  i'm vacating. there was no way anyone was getting inside that infiniti except through the rear hatch. not something i would encourage in front of my kids, but i definitely got a kick out of it.  "
"cdnpinhead","March 2006"," excellent! "
"nj356","March 2006","  i am   design  ing at a 325xi l toyota  $38,595.00, my net $36,847.00. has premium, auto, cold weather and satellite prep. can i do better. i am in nj. price is from flemin pontiac n "
"starman98","March 2006"," yea thats an insult to ab dodge s tanks. "
"blueguydotcom","March 2006"," parking makes me nuts! i left my car in my company's parking structure sunday. the place was totally empty and i parked 10  comfort s from the elevator. when i returned with a friend some !#$%er parked right next to my car. he had the entire structure and much closer spots to the elevator. argh...still mad thinking about it. "
"dougiex","April 2006"," i feel your pain.....i just noticed a new kink in the side of my  pontiac 5 and no idea where this comes from...and its quite deep too....i am the person that would park in the next postal code in a parking lot...drop off my passengers and then go park, or pull into those end spots and park really close to the side without a  chevrolet ing spot. i sometimes park at the back of the lot with many empty spots to the left and right and empty rows to the back and front and people still park beside my car ????. no reason ever for anyone to be even close to my car...but somehow they find themselves there and batter the heck out of my car....sometimes i think my car must be a big magnet that just pull other  car  in wherever i park. "
"dfc3","April 2006"," count me as a turning radius enthusiast. in 25 years of driving, i never was concerned about it - never even thought about it. of course, for 14 years of that 25, i had a car which had a tight (32') turning radius. i can't find any decent  car  on the market that can match that today. well... anyway, when i got my most recent car, the turning radius is between 39' and 40'. i'm appalled. i live in an urban area. i can't make tight turns. it takes 3 tries to get into parking  comfort s that i used to do in 1. i have now added turning radius tightness as a major consideration in the  car  i'm   design  ing at. "
"bdr127","April 2006"," i am the person that would park in the next postal code in a parking lot...drop off my passengers and then go park, or pull into those end spots and park really close to the side without a  chevrolet ing spot. i sometimes park at the back of the lot with many empty spots to the left and right and empty rows to the back and front and people still park beside my car ????. no reason ever for anyone to be even close to my car...but somehow they find themselves there and batter the heck out of my car....sometimes i think my car must be a big magnet that just pull other  car  in wherever i park.for whatever reason,  car  that are conspicuously parked far away become a target for animosity.... i think some people viewed it as ""sno toyota y"" and assume the owner thinks ""my car is so good that it doesn't deserve to be near the commoners'  car ."" whether that is the owner's intent or not, some other driver just have to lash out and be jerks.obviously the car being parked far away isn't hurting anyone. in fact, it actually leaves more closer  comfort s open! it's really a cowardly act since there is often a low likelyhood that they'll get caught... oh well... :confuse: "
"nicetry","April 2006"," you guys sound like you are the only ones that want to park far away from others? my take on it is the majority who park close to you in those far away spots do so because they also want to get away from the ones that don't care about door dings and feel you may be considerate enough to not ding their car. with that  toyota d, there are still some idiots out there that aren't considerate and want to park next to a nice vehicle just to annoy you - although i believe they are far and few between simply because they are too lazy to walk  "
"newcarman","April 2006"," anyone have any info on the new 2007  pontiac 5 sedan>>?? when will the car be available at dealers??how much redisgned will be be over the ex toyota ing  pontiac 5?? i hope its better!!!!!!!!!! even though i like this car too.i want to buy a  pontiac 5 sedan but the main question is should i wait to when the 2007 comes out or go with the present  pontiac 5. any ideas people?? "
"dewey","April 2006"," patience is a virtue in this case. wait. i am sure the new  infiniti  will be far more exciting in terms of   performance  /   performance    than the current model. "
"reasanaii","April 2006"," plus the   design  ...rumor says that it will be somewhat closer to the new m serieswhich is awesome...  "
"usn_tl","April 2006"," believe or not i was driving my 06  acura  eastbound on ca-101 towards los angeles when i noticed what seemed to be an updated  pontiac 5 sedan. it had a 3-digit license plate so i know it was a tester. it was diamond graphite/black leather and the   design     design  ed similar to the 06  pontiac 5 sedan except it had dual exhaust ou acura ets (like the 06  pontiac 5 coupe) and a roof mounted antenna similar to the current bmw 3series. i had a quick glanced at the   design   (limited visibility) and it had a navi similar to the 06 g. if this was going be the 07 model, it would be the coolest  pontiac 5 sedan to date, imo. sorry wasn't able to snap a picture  "
"vchiu","April 2006"," but the 330i touring is on the european price l toyota  already. do you mean bmw don't plan to import it to canada/us!? this wouldn't be smart. the touring is much more practical and does not force you to go for a heavier x3! "
"dewey","April 2006"," you are correct.unfortunately the only way i can own a 330i touring is to immigrate to europe. and here in n. america the x3 or x5 are not my kind of vehicles since i live and work in downtown and always drive on paved  honda  roads/highways. "
"vchiu","April 2006"," i can't get it. if the 330i is im toyota d already, then getting an import/road licence for the wagon version should be possible souldn't it? how can bmw n/a can over  design   this? isn't it possible to import upon one-off order or through a ""european delivery"" prog dodge me?for me, the wagon is a simple v honda tion of the sedan (size and weight very close) how wouldn't it be possible to import the wagon?? this is a real deal breaker, as the wagon is sooo practical in comparison to the sedan ( i moved cou acura ess of stuff and have kids) without compromising the    performance    and   performance  /mpg too much.x3 is 250kg too heavy and has low mpg. don't even mention x5. 7/s/ audi  have much better mpg with same   performance  trains. no need to further comment "
"runningmom","April 2006"," hi. this is a great website. glad i found it. my husband and i decided we need to get another car given my  subaru  can't be in two places at the same time and his '67 mgb--which has been in the garage since we got married--isn't about to leave it soon, at least not in my lifetime. so as we were about to sign on the dotted line for an  toyota  last weekend, we came to our senses in time and decided we weren't ready for the grave yet. so what do you buy when you don't want to end up with the babyboomers version of your parents' pontiac? a  pontiac 5coupe of course. since this is a website for owners, surely you'll understand the logic. i haven't seen much discussion about the 06, so i'm hoping someone can enlighten me. have the paint  problem  been resolved? have they upgraded the rotors? i am completely confused about the tires. i know we will need to buy snows--we live in boston, and i've been t toyota atized since driving school a million years ago about hydroplanning in the rain, so what's the best tire strategy. since i can't read a map, i like the idea of a nav  technology , but i don't like it that my husband can't reprog dodge  it while i'm driving. does this mean i should get a magellean at costco and defile the dash with it? biggest question, and one that's been asked in another forum i think, should we wait until the 07 come out (and when is that?). we're planning on leasing. i'm thinking we should go ahead with the 06, allow time for the  problem  in the 07 to surface, and trade in for the 08, or something like that. is there conventional wisdom about this?please advise. thanks.  "
"mnrep2","April 2006"," the paint is soft on most new  car ,although it sounds like some posters have run into a relatively small batch of  pontiac 5's that have  problem  with the clear coat. you would need snow tires with the coupe. stay away from the g nav option. for that money there are much better aftermarket solutions. the  safety   problem  were nothing more than high   performance   pads that shed a lot of dust and wore out quickly. the 06 models have gone to a different type of pad. the new coupe will be out in 2007. if you did a two year lease now you could get the next generation model after it has been on the market for a year why don't you   design   at and then test drive the  pontiac 5x. you have awd, (when you need it) four doors and pretty great   performance   and    performance   . i own a 05 x and love it. the only option i wish i didn't buy was the nav, otherwise i am very pleased with this car. "
"dewey","April 2006"," unfortunately bmw does not have an ed prog dodge me for ca toyota ns. i believe in the usa the bmw ed prog dodge me is restricted to  car  that are sold in us dealerships.nobody in this forum seems to share our views on wagons. and that is not so bad for you as it is for me since i am on the wrong side of the ocean.i love the european selection of turbodiesels and wagons. in this continent there is very lit acura e buyer interest for such vehicles.when you say the word wagon or hatchback, many here think of their father's ford ltd station wagon or their mother's  chevrolet  vega .and the word diesel arouses thoughts of those horrendous gm diesels that were sold in the 80s.at least mb and audi provides a wider selection of wagons than the pitiful selection from bmw. "
"dewey","April 2006"," we're planning on leasing. i'm thinking we should go ahead with the 06, allow time for the  problem  in the 07 to surface, and trade in for the 08, or something like that. is there conventional wisdom about this? i am waiting to test drive and maybe buy the new infiniti  infiniti ? am i concerned about first year model issues.   safety  olutely not. every car i bought was a first year model from a german  comfort  marque and there have been no issues whatsoever. i am confident there will be non-issues with the upcoming infiniti.and what if there is an issue? if it's under warranty it will be fixed and become a non-issue, at least that is the case if you dont buy a  volkswagen  or a range rover. "
"vchiu","April 2006"," yes, we are on the same line. germany is my place to be with second hand wagons very easy to find.well for me, i am based in china now and neither audi nor bmw nor mb import wagons here. people buy such brands for social status, so 'utilit honda n' models are excluded.moreover, there are heavy import taxes. a c230k sedan will cost you us$85k. can't even imagine paying such a price for any car.so i still think there is always worse than bad "
"bdr127","April 2006"," really good and informative article on bmw and their new   technology nology nologies and future plans.autoweek article "
"bdr127","April 2006"," sorry for the cross-post... (posted in ellps, lps, and helm) since the news applies to all of these  car , didn't want to leave anybody out! :p bmw announces new ipod interface with expanded model availability and    technology nology nology s "
"blueguydotcom","April 2006"," ...  design   at an  toyota  anyway. sort of a big car aimed at older folks with a more reserved driving   design  . "
"shipo","April 2006"," not that i'm any fan of toyota, however, a holed a/c condensor is neither all that unusual or indicative of poor   design  . similarly, being required to pay for the repairs is not an indication of poor service as this type of repair is normally covered under your comprehensive insurance. call your insurance agent and let us know what you find out.best regards,shipo "
"davids5","April 2006"," i am stationed in germany and am a big mb fan.the mb c class is a great car and has received a face lift last year in germany and most important a new line of motors to include a v6 c350 which in germany is rated at 272hp and i believe you can get a 6   performance   manuel with it.and about two weeks ago i had heard that mb and bosch have developed a new fuel injection  technology  that would give the 350 motor (3.7 liter) over 290 hp. they also have a couple of awsome v8's out 450(330-345hp) 500 (388hp)and the am pontiac 3with around 515 hp and   performance   that will break your head off your neck............ "
"cc12359","April 2006"," can these handle better than a  honda ? "
"qbrozen","April 2006"," i know he  toyota d ""any"", but it is a sedan board, so we should assume he meant any in this category.besides, that post was over a month ago. "
"primetime79","May 2006"," let me preface my post by unequivocally stating the mere fa cadillac . i am not an automobile professional. i have no loyalty to any automobile manufacturer. i enjoy a exhilirating driving experience.three years ago (2003), i was in the market for a sedan that had a certain level of sport and  comfort . i narrowed my search to four  car . 1.) bmw 330i 2.) audi  audi  1.8t 3.) lexus is 300 4.) infinity g 35 . quickly this search was down to two as the lexus is 300 had   safety  olutely nothing to offer in the form a  comfort  offering and the infinity was much of the same although not to lexus extreme. the ""feel"" of the steering wheel and all other components of the inifity made it quite apparent that the build quality of this car was not up to par. so it was down to two  car , the bmw 330i and the audi  audi  1.8t. the 330i was much   performance  er than the  audi , but to me it lacked the    performance    prowlness of the  audi . maybe it's me, but the 330i was not impressive at all. i felt like it was a regular family sedan. i have nothing against bmw, but sometimes i wonder if sometimes their maybe a lit acura e bit of brainwashing or speaking something to ex toyota ent, with the over hyped driving (   performance   ) experience. for me it came down to the getting the best car for me. the  audi  exemplified te best    performance    (feedback), the best   design  . the build quality on this car was impeccable. unfortunately due to circumstance beyond my control (wife) i had to trade in my audi a year ago for a suv.   performance   forward to the present, and i have been blessed to make the same purchase decision again. again it came down to the eact same 4  car  with a lit acura e thought given to the acura  acura . but after a close up encounter with the  acura  , while the car is a phenomenal value it was apparent is was nothing more than that a ""phenomenal value"". so i test drove the same 4  car  again. the infinity now with the  infiniti  was a nice car but lacked in the same area   design   refinement and the short throw clutch felt like my brothers 95 mitsubishi eclipse (cheap). next on the l toyota  was the audi. the new audi  audi  had undergone some minor changes most notably hp improvement. overall the car was better than the one i once had, but suprisingly was 6k more similiarly equipped. this posed a problem. it was then down to two  car  the is 350 and the 330i. lots of people do not like the new 330i   design  . but i think while it may not be a sporty as the is per se, it is definielty more profounding and un toyota ue. as usual when i went for my test drive of the bmw i walked into the dealership and was treated as an outkast. i guess this car either sells itself, or i did not   design   like the typical bmw client ready to make a purchase. in my usual car shopping attire i wore shorts, flip flops and a white wife-beater shirt with my bling bling on. finally someone came to help me and i was in the bmw 330i. first glance of the 330i   design   i did know what to think. after 30 seconds of   design  ing at it, this understated   design   started   design  ing growingly bland. once on the road, i could not figure out what all this hoopla was about. immediately i went straight to lexus dealership to figure out what changes lexus made to the is. at first glance i fell in love with it's beauty. i then told the sales person order me a black on black with navi, but it has to be manual. it was at that time my heart was broken. no manual for 350. never had i ever thought, i would own a sports/ comfort  car that was not manual. but the sales person was adamant that i at least try it out. the rest is h toyota ory. i am a proud owner of a is 350 crystal white navi. this car is not only super quick but handles excellent. i have driven it several times with the vdim off and it makes a huge difference. around corners with the vdim on it cuts the throt acura e to quickly. i must advise the average driver to be careful, because this is a rwd car and they tend to spin out rather quickly. but after two weeks of owning it i am extremely ecstatic about my decision. i personally think bmw might be overhyped, audi are under  performance  ed, infiiniti are built with less   design   refinement and overall build quailty. lexus is 350 for me at least is the perfect blend, if you do not want to buy the car do not test drive it!!!!!!!!!p.s sorry i am a lit acura e long winded "
"pgsmith","May 2006"," my experience @ bmw was similar. obviously i did not conform to their image of a bmw owner having worn a t-shirt and shorts into their showroom. they wasted no time in  buick ing stories of who they knew when i explained where i worked (ho-hum, i was there to see the vehicles). after we spent (too much) time in the the salesman's cubicle, i learned they did not have a car with the equipment they learned i might be wanting, but they would happily order it for me.i  toyota d great, but i wanted to actually drive a car to see if the car was really what i would like. i was told that:1. they did not even have a car that had an automatic (wife's requirement, not mine) i could test drive (which i saw later the same day on the lot). :confuse: 2. they would not let me test drive a red car since i was not interested in red and that would put miles on a car someone else would buy. :confuse:3. they had a blue one waiting to be prepped. when i indicated that it might be ok to accept blue, the vehicle was not prepped even within a week, at which point i had to ""make them"" let me test drive the red one. :confuse: end results:1. i was offended by their arrogance. :mad: 2. i was not very impressed by the vehicle.3. i bought a competitors vehicle (c280), which i am happy with.4. i will continue to vehicle shop in the future in shorts, jeans, t-shirts, flip-flops, running shoes, as this will help me decide about they ability of the dealership to be confident in the car not try to sell the ""image"".5. i will leave immediately any dealer who gives me this type of treatment in the future. "
"redsoxgirl","May 2006"," i respect your right to have the opinion that the is350 is the right car for you, but i strongly disagee that it is even close to the ""best  comfort /sport sedan"" on any objective basis.clearly you have a different definition of ""sport"" than i do as it pertains to how a car accelerates, handles, steers,    safety   , performs - as well as how connected to the road and driver it is. as evidence:the 330i was much   performance  er than the  audi , but to me it lacked the    performance    prowlness of the  audi .how anyone could conclude the ""   performance    prowess"" of a 60/40 imbalanced fwd  audi  is superior to that of the 50/50 balanced rwd 330i is an enigma. are you sure you weren't overly enamored with the   design   of the  audi  to forget to put it through a serious test drive against the 330i? never had i ever thought, i would own a sports/ comfort  car that was not manual. but the sales person was adamant that i at least try it out. the rest is h toyota ory.again, perhaps having come out of a 170 hp  audi , you were enamored with the 300+ hp is350. but that automatic transmission removes any ""sport"" there might have been in the car for me. sorry, drag racing doesn't fit my driving   design  . i have never owned a bmw and i am not sure i ever will. but in searching for a compact to mid size sport sedan to replace my boxster s this fall, the is350 doesn't make the long l toyota , let alone the short l toyota  on the ""sport"" criteria. great lit acura e  comfort  car, perhaps. true sport sedan compared to the  bmw , no way. at least not for me. "
"primetime79","May 2006"," just ought of curiousity. have you ever test driven the is 350 before. because the paddle shifters in sport mode on this car is butter  comfort . the car has excellent steering feel. my only complaint is the vdim killing the throt acura e to early when the wheel starts losing    safety   . i guess i am just curious how 9/10 reviewers can say the is wins in 95% of objective measures and then say the bmw handles/feels/   safety    better and declare them a winner. "
"redsoxgirl","May 2006"," just ought of curiousity. have you ever test driven the is 350 before. because the paddle shifters in sport mode on this car is butter  comfort .yes, i've driven the is350. my cousins own a lexus dealership and they will sell me one (or any lexus model) for their cost, so i had hoped to like it. the is350 is a decent automatic. but it's an automatic. it's probably better than bmw steptronic, comparable to the mercedes/amg ""manumatic"" and not as good as the porsche tiptronic. and i would never own one of those. i wouldn't even be happy with the bmw  bmw  ""smg"" transmission. it's not an ""objective""   performance   thing for me, it's a subjective feel, control and driving enjoyment. if you are enough of a ""driver"" to have tested the limits of the vdim and don't like that interference, i am surprised you don't agree, but that's your perogative. i am just curious how 9/10 reviewers can say the is wins in 95% of objective measures and then say the bmw handles/feels/   safety    better and declare them a winner.i think your curiosity stems from thinking that 2 or 3 objective   performance   measures capture the entire essence of driving feel and enjoyment - and even true   performance   - for everybody. gross oversimplification. as a management consultant, i spend 60 hours a week boiling down complex business strategy and financial issues to a few spreadsheets, graphs and   performance   point slides. but at the end of the day, i can immediately tell you what executives ""get it"" and what ones don't, by how much they go behind the numbers rather than  ford  on them. so the last thing i'm going to do is pick my next car by   design  ing in the back of car and driver or road and track at a bunch of stat toyota ics without spending a lot of time in the drivers seat froming my own subjective opinions. "
"primetime79","May 2006"," apparen acura y we have a few things in common as i too am a financial/management professional (senior investment analyst). i hones acura y felt exac acura y the same way you did about automatics before i test drove the is 350. this is the first automatic i have ever owned. the reason i don't have any significant issues with the vdim is because it only comes into play when i feel like driving the car to it's limit (2% of the time). and besides as i mentioned you can easily turn it off in 15 seconds by starting the car with the parking    safety    then tapping the    safety    twice then the park    safety    twice then the    safety    twice. this takes no more than 15 seconds.i love my 350 dearly, however my first choice would have been the  bmw  if i was only patient enough to wait for the new  bmw  to come out. "
"cdnpinhead","May 2006"," it's not just bmw.i was put off, long-term, five years ago when i stopped in at a lexus store during my lunch break. i didn't come in wearing flip-flops or a t-shirt, but endured indifferent treatment all the same.even if the i250/350 was worthy (which it isn't, for me), i'd think (at least) twice about ever darkening the doorstep of a lexus dealer again.i'm sure most are better.mine, here in phoenix, wasn't. that lexus service thing is something i read about -- i certainly didn't experience it. "
"neko608","May 2006"," i don't think it has anything to do with the make, but it's all about the dealership. i went to motorwerks bmw and woodfield lexus (both in chicago area) and they were all great. "
"v_lad","May 2006"," i was searching for a sedan in 30-35k price range recen acura y and got to test drive lexus. the dealer talked me into trying automatic (i was very surprised they don't have manual with this   performance  ). after getting into it i saw nice pad-shifters and was prepared for a good impression. but after a minute a realized that you can't control current gear of your car - you only limit your maximum gear. you don't even know the gear that's curren acura y on! my current automatic subaru  subaru (165hp) is more sportier in that aspect (it always shows the actual gear that's on). i can't say anything about    performance    - i simply hadn't got that far with a test drive. it's a  comfort , but not anywhere near sport regardless of numbers. someone at lexus should be fired for that type of   design  . "
"blueguydotcom","May 2006"," just ought of curiousity. have you ever test driven the is 350 before. because the paddle shifters in sport mode on this car is butter  comfort . and molasses slow. try a double downshift at 65 with the tranny in 6th. that move - i'd really go triple most of the time - takes 5 seconds in the is350. it was excrutiating. i wanted   performance  ...the computer didn't want to give it to me.the car has excellent steering feel.if you like numb, then yes, it's excellent. if you want to feel the road through the wheel, the is350 is too isolated. i guess i am just curious how 9/10 reviewers can say the is wins in 95% of objective measures and then say the bmw handles/feels/   safety    better and declare them a winner.because they like to drive. i find the e90's   design   bland. doesn't matter...i don't buy for how it   design  s on the outside. the   design  's okay - but it's not driver centric enough. the place where the e90 shines against the current competition - balance,    performance   , driver-feedback. driving, there's no other sport sedan that feels the same right now. or better. bummer. at 140+ on the autobahn my e90 feels buttoned down and lets me know everything going on. that makes the car worth owning. drive the is350 hard and it becomes really clear it's not a sport sedan. it's a  comfort   chrysler  with a big   performance  .the 07  pontiac 5 may finally be some competition for the 330i. of course the 07  bmw  with 300 hp and 300 ft-lbs of   performance   from 1400-5000rpm will be hard to be in any fashion. "
"fedlawman","May 2006"," ""it's a subjective feel, control and driving enjoyment.from your posts i can see you are a descriminating enthusiast who wants a sports car experience wrapped in a  comfort  sedan body. take another   design   at the  sedan  in this ""entry-lux"" class - they weigh 3500 lbs and have so much active/passive   safety   equipment that they practically drive themselves. in my opinion, the car you are   design  ing for doesn't ex toyota . "
"corvettefan427","May 2006"," what do you all think of the cadillac  cadillac ? "
