"dewey","April 2006"," Unfortunately BMW does not have an ED programme for Canadians. I believe in the USA the BMW ED programme is restricted to cars that are sold in US dealerships.Nobody in this forum seems to share our views on wagons. And that is not so bad for you as it is for me since I am on the wrong side of the ocean.I love the European selection of turbodiesels and wagons. In this continent there is very little buyer interest for such vehicles.When you say the word wagon or hatchback, many here think of their father's Ford LTD station wagon or their mother's Chevy Vega .And the word diesel arouses thoughts of those horrendous GM diesels that were sold in the 80s.At least MB and Audi provides a wider selection of wagons than the pitiful selection from BMW. "
"dewey","April 2006"," We're planning on leasing. I'm thinking we should go ahead with the 06, allow time for the problems in the 07 to surface, and trade in for the 08, or something like that. Is there conventional wisdom about this? I am waiting to test drive and maybe buy the new Infiniti G37? Am I concerned about first year model issues. Absolutely not. Every car I bought was a first year model from a German luxury marque and there have been no issues whatsoever. I am confident there will be non-issues with the upcoming Infiniti.And what if there is an issue? If it's under warranty it will be fixed and become a non-issue, at least that is the case if you dont buy a VW or a Range Rover. "
"vchiu","April 2006"," Yes, we are on the same line. Germany is my place to be with second hand wagons very easy to find.Well for me, I am based in China now and neither Audi nor BMW nor MB import wagons here. People buy such brands for social status, so 'utilitarian' models are excluded.Moreover, there are heavy import taxes. a C230K Sedan will cost you US$85K. Can't even imagine paying such a price for any car.So I still think there is always worse than bad "
"bdr127","April 2006"," Really good and informative article on BMW and their new technologies and future plans.Autoweek Article "
"bdr127","April 2006"," Sorry for the cross-post... (Posted in ELLPS, LPS, and HELM) Since the news applies to all of these cars, didn't want to leave anybody out! :P BMW Announces New iPod Interface With Expanded Model Availability and Features "
"blueguydotcom","April 2006"," ...Look at an Avalon anyway. Sort of a big car aimed at older folks with a more reserved driving style. "
"shipo","April 2006"," Not that I'm any fan of Toyota, however, a holed A/C condensor is neither all that unusual or indicative of poor design. Similarly, being required to pay for the repairs is not an indication of poor service as this type of repair is normally covered under your comprehensive insurance. Call your insurance agent and let us know what you find out.Best Regards,Shipo "
"davids5","April 2006"," I am stationed in Germany and am a big MB fan.The MB C class is a great car and has received a face lift last year in Germany and most important a new line of motors to include a v6 C350 which in Germany is rated at 272hp and I believe you can get a 6 speed manuel with it.And about two weeks ago I had heard that MB and Bosch have developed a new fuel injection system that would give the 350 motor (3.7 liter) over 290 hp. They also have a couple of awsome V8's out 450(330-345hp) 500 (388hp)and the AMG63with around 515 hp and torque that will break your head off your neck............ "
"cc12359","April 2006"," Can these handle better than a NSX? "
"qbrozen","April 2006"," i know he said ""any"", but it is a SEDAN board, so we should assume he meant any in this category.besides, that post was over a month ago. "
"primetime79","May 2006"," Let me preface my post by unequivocally stating the mere facts. I am not an automobile professional. I have no loyalty to any automobile manufacturer. I enjoy a exhilirating driving experience.Three years ago (2003), I was in the market for a sedan that had a certain level of sport and luxury. I narrowed my search to four cars. 1.) BMW 330I 2.) Audi A4 1.8T 3.) Lexus Is 300 4.) Infinity G 35 . Quickly this search was down to two as the Lexus IS 300 had absolutely nothing to offer in the form a luxury offering and the Infinity was much of the same although not to Lexus extreme. The ""feel"" of the steering wheel and all other components of the Inifity made it quite apparent that the build quality of this car was not up to par. So it was down to two cars, The BMW 330I and the Audi A4 1.8T. The 330I was much faster than the A4, but to me it lacked the handling prowlness of the A4. Maybe it's me, but the 330I was not impressive at all. I felt like it was a regular family sedan. I have nothing against BMW, but sometimes I wonder if sometimes their maybe a little bit of brainwashing or speaking something to existent, with the over hyped driving (handling) experience. For me it came down to the getting the best car for ME. The A4 exemplified te best handling (feedback), the best interior. The build quality on this car was impeccable. Unfortunately due to circumstance beyond my control (wife) I had to trade in my Audi a year ago for a SUV. Fast forward to the present, and I have been blessed to make the same purchase decision again. Again it came down to the eact same 4 cars with a little thought given to the Acura TSX. But after a close up encounter with the TSX , while the car is a phenomenal value it was apparent is was nothing more than that a ""phenomenal value"". So i test drove the same 4 cars again. The Infinity now with the 6MT was a nice car but lacked in the same area interior refinement and the short throw clutch felt like my brothers 95 Mitsubishi Eclipse (cheap). Next on the list was the Audi. The new Audi A4 had undergone some minor changes most notably HP improvement. Overall the car was better than the one I once had, but suprisingly was 6k more similiarly equipped. This posed a problem. It was then down to two cars the IS 350 and the 330I. Lots of people do not like the new 330I exterior. But I think while it may not be a sporty as the IS per se, it is definielty more profounding and unique. As usual when I went for my test drive of the BMW i walked into the dealership and was treated as an outkast. I guess this car either sells itself, or I did not look like the typical BMW client ready to make a purchase. In my usual car shopping attire I wore shorts, flip flops and a white wife-beater shirt with my bling bling on. Finally someone came to help me and I was in the BMW 330I. First glance of the 330I interior I did know what to think. After 30 seconds of looking at it, this understated interior started looking growingly bland. Once on the road, I could not figure out what all this Hoopla was about. Immediately I went straight to Lexus dealership to figure out what changes Lexus made to the IS. At first glance I fell in love with it's beauty. I then told the sales person order me a black on black with navi, but it has to be manual. It was at that time my heart was broken. No manual for 350. Never had I ever thought, I would own a sports/luxury car that was not manual. But the sales person was adamant that I at least try it out. The rest is history. I am a proud owner of a IS 350 Crystal White Navi. This car is not only super quick but handles excellent. I have driven it several times with the VDIM off and it makes a huge difference. Around corners with the VDIM on it cuts the throttle to quickly. I must advise the average driver to be careful, because this is a RWd car and they tend to spin out rather quickly. But after two weeks of owning it I am extremely ecstatic about my decision. I personally think BMW might be overhyped, Audi are underpowered, Infiiniti are built with less interior refinement and overall build quailty. Lexus Is 350 for me at least is the perfect blend, if you do not want to buy the car do not test drive it!!!!!!!!!p.s sorry I am a little long winded "
"pgsmith","May 2006"," My experience @ BMW was similar. Obviously I did not conform to their image of a BMW owner having worn a t-shirt and shorts into their showroom. They wasted no time in regaling stories of who they knew when I explained where I worked (Ho-hum, I was there to see the vehicles). After we spent (too much) time in the the salesman's cubicle, I learned they did not have a car with the equipment they learned I might be wanting, but they would happily order it for me.I said great, but I wanted to actually drive a car to see if the car was really what I would like. I was told that:1. They did not even have a car that had an automatic (wife's requirement, not mine) I could test drive (which I saw later the same day on the lot). :confuse: 2. They would not let me test drive a red car since I was not interested in red and that would put miles on a car someone else would buy. :confuse:3. They had a blue one waiting to be prepped. When I indicated that it might be OK to accept blue, The vehicle was not prepped even within a week, at which point I had to ""make them"" let me test drive the red one. :confuse: End results:1. I was offended by their arrogance. :mad: 2. I was not very impressed by the vehicle.3. I bought a competitors vehicle (C280), which I am happy with.4. I will continue to vehicle shop in the future in shorts, jeans, t-shirts, flip-flops, running shoes, as this will help me decide about they ability of the dealership to be confident in the car not try to sell the ""image"".5. I will leave immediately any dealer who gives me this type of treatment in the future. "
"redsoxgirl","May 2006"," I respect your right to have the opinion that the IS350 is the right car for you, but I strongly disagee that it is even close to the ""best luxury/sport sedan"" on any objective basis.Clearly you have a different definition of ""sport"" than I do as it pertains to how a car accelerates, handles, steers, brakes, performs - as well as how connected to the road and driver it is. As evidence:The 330I was much faster than the A4, but to me it lacked the handling prowlness of the A4.How anyone could conclude the ""handling prowess"" of a 60/40 imbalanced FWD A4 is superior to that of the 50/50 balanced RWD 330i is an enigma. Are you sure you weren't overly enamored with the interior of the A4 to forget to put it through a serious test drive against the 330i? Never had I ever thought, I would own a sports/luxury car that was not manual. But the sales person was adamant that I at least try it out. The rest is history.Again, perhaps having come out of a 170 hp A4, you were enamored with the 300+ hp IS350. But that automatic transmission removes any ""sport"" there might have been in the car for me. Sorry, drag racing doesn't fit my driving style. I have never owned a BMW and I am not sure I ever will. But in searching for a compact to mid size sport sedan to replace my Boxster S this fall, the IS350 doesn't make the long list, let alone the short list on the ""sport"" criteria. Great little luxury car, perhaps. True sport sedan compared to the 3-series, no way. At least not for me. "
"primetime79","May 2006"," Just ought of curiousity. Have you ever test driven the IS 350 before. Because the paddle shifters in sport mode on this car is butter smooth. The car has excellent steering feel. My only complaint is the VDIM killing the throttle to early when the wheel starts losing traction. I guess I am just curious how 9/10 reviewers can say the IS wins in 95% of objective measures and then say the BMW handles/feels/brakes better and declare them a winner. "
"redsoxgirl","May 2006"," Just ought of curiousity. Have you ever test driven the IS 350 before. Because the paddle shifters in sport mode on this car is butter smooth.Yes, I've driven the IS350. My cousins own a Lexus dealership and they will sell me one (or any Lexus model) for their cost, so I had hoped to like it. The IS350 is a decent automatic. But it's an automatic. It's probably better than BMW steptronic, comparable to the Mercedes/AMG ""manumatic"" and not as good as the Porsche tiptronic. And I would never own one of those. I wouldn't even be happy with the BMW M3 ""SMG"" transmission. It's not an ""objective"" performance thing for me, it's a subjective feel, control and driving enjoyment. If you are enough of a ""driver"" to have tested the limits of the VDIM and don't like that interference, I am surprised you don't agree, but that's your perogative. I am just curious how 9/10 reviewers can say the IS wins in 95% of objective measures and then say the BMW handles/feels/brakes better and declare them a winner.I think your curiosity stems from thinking that 2 or 3 objective performance measures capture the entire essence of driving feel and enjoyment - and even true performance - for everybody. Gross oversimplification. As a management consultant, I spend 60 hours a week boiling down complex business strategy and financial issues to a few spreadsheets, graphs and Power Point slides. But at the end of the day, I can immediately tell you what executives ""get it"" and what ones don't, by how much they go behind the numbers rather than focus on them. So the last thing I'm going to do is pick my next car by looking in the back of Car and Driver or Road and Track at a bunch of statistics without spending a lot of time in the drivers seat froming my own subjective opinions. "
"primetime79","May 2006"," Apparently we have a few things in common as I too am a financial/management professional (Senior Investment Analyst). I honestly felt exactly the same way you did about automatics before I test drove the IS 350. This is the first automatic I have ever owned. The reason I don't have any significant issues with the VDIM is because it only comes into play when I feel like driving the car to it's limit (2% of the time). And besides as I mentioned you can easily turn it off in 15 seconds by starting the car with the parking brakes then tapping the brakes twice then the park brakes twice then the brakes twice. This takes no more than 15 seconds.I love my 350 dearly, however my first choice would have been the M3 if I was only patient enough to wait for the new M3 to come out. "
"cdnpinhead","May 2006"," It's not just BMW.I was put off, long-term, five years ago when I stopped in at a Lexus store during my lunch break. I didn't come in wearing flip-flops or a t-shirt, but endured indifferent treatment all the same.Even if the I250/350 was worthy (which it isn't, for me), I'd think (at least) twice about ever darkening the doorstep of a Lexus dealer again.I'm sure most are better.Mine, here in Phoenix, wasn't. That Lexus service thing is something I read about -- I certainly didn't experience it. "
"neko608","May 2006"," I don't think it has anything to do with the make, but it's all about the dealership. I went to Motorwerks BMW and Woodfield Lexus (both in Chicago area) and they were all great. "
"v_lad","May 2006"," I was searching for a sedan in 30-35k price range recently and got to test drive lexus. The dealer talked me into trying automatic (i was very surprised they don't have manual with this engine). After getting into it I saw nice pad-shifters and was prepared for a good impression. But after a minute a realized that you can't control CURRENT gear of your car - you only limit your MAXIMUM gear. you don't even know the gear that's currently on! My current automatic Subaru Legacy(165hp) is more sportier in that aspect (it always shows the actual gear that's on). I can't say anything about handling - I simply hadn't got that far with a test drive. It's a luxury, but not anywhere near sport regardless of numbers. Someone at Lexus should be fired for that type of design. "
"blueguydotcom","May 2006"," Just ought of curiousity. Have you ever test driven the IS 350 before. Because the paddle shifters in sport mode on this car is butter smooth. And molasses slow. Try a double downshift at 65 with the tranny in 6th. That move - i'd really go triple most of the time - takes 5 seconds in the IS350. It was excrutiating. I wanted power...the computer didn't want to give it to me.The car has excellent steering feel.If you like numb, then yes, it's excellent. If you want to feel the road through the wheel, the IS350 is too isolated. I guess I am just curious how 9/10 reviewers can say the IS wins in 95% of objective measures and then say the BMW handles/feels/brakes better and declare them a winner.Because they like to drive. I find the e90's exterior bland. Doesn't matter...I don't buy for how it looks on the outside. The interior's okay - but it's not driver centric enough. The place where the e90 shines against the current competition - balance, handling, driver-feedback. Driving, there's no other sport sedan that feels the same right now. Or better. Bummer. At 140+ on the autobahn my e90 feels buttoned down and lets me know everything going on. That makes the car worth owning. Drive the Is350 hard and it becomes really clear it's not a sport sedan. It's a luxury cruiser with a big engine.The 07 G35 may finally be some competition for the 330i. Of course the 07 335i with 300 hp and 300 ft-lbs of torque from 1400-5000rpm will be hard to be in any fashion. "
"fedlawman","May 2006"," ""it's a subjective feel, control and driving enjoyment.From your posts I can see you are a descriminating enthusiast who wants a sports car experience wrapped in a luxury sedan body. Take another look at the sedans in this ""entry-lux"" class - they weigh 3500 lbs and have so much active/passive safety equipment that they practically drive themselves. In my opinion, the car you are looking for doesn't exist. "
"corvettefan427","May 2006"," What do you all think of the Cadillac CTS? "
"laurasdada","May 2006"," Having never driven one because of the following, imho:Credit to Caddy for beginning to define/redefine itself with the CTS. However, the overdone, unattractive exterior and cheap looking, disjointed in design interior along with the window sticker sent me quickly on my way the first time I encountered the CTS. Now, I may be missing a great ride, but I truly enjoy a nicely styled exterior and an interior that suits me is a must. While the interior does not have to be of the ultimate in materials, I do want a logical and attractive layout (as a reference, Audi and Lexus do interiors right in my book) as, of course, that is where I spend my time driving. The CTS (which may have been upgraded since last I looked?) I found quite lacking, especially given the asking price. But, I find all Cadillac models a bit aggressive in their prices. Hence rebates and ""Employee Pricing...""I chose the Acura TL as FWD is not a four letter word to me. I grew up with FWD (Saab, Honda, Mitsu, Renault!, VW...) and appreciate the snow country advantage (New Englnader & avid skier). I believe that Honda/Acura produces the best handling FWDs out there (and I know some RWD afficionados would consider that statement an oxymoron!) which suits me just fine. I may lose out to RWD at 9 or 10/10ths, but that is really just not an issue to me. In my comparison shopping, the TL offered the best combo of style, luxury, sport, economy, power and value.Maybe the next CTS will be a more suitable candidate. "
"corvettefan427","May 2006"," The new CTS should address the current models interior. Based on spy photos I've seen, and a review I read from a journalist who saw the car and described the interior as outstanding. As far as the exterior, if you don't like Caddy's styling theme, you probably still won't like the new one, although I think now that the styling has been introduced, it may be slightly more ''organic'' for 2008, although it's hard to tell. "
